grass_region,category_group,seller_type,shopee_item_id,shopee_model_id,competitor_item_id,competitor_model_id,shopee_model_price_usd,shopee_model_price,competitor_model_price,shopee_gmv_usd,shopee_order,shopee_model_competitiveness_status
ID,Fashion,Non-Mall,9383391607,6997911129,5777808418,2556280524,76.7788572,1188575,1169488,1382.019315,18,Shopee > CPT
VN,Lifestyle,Mall,2421921423,8684033135,57921999,9549752576,386.2629521,9396811,11257123,33218.61046,86,Shopee < CPT
ID,Electronics,Non-Mall,5598219807,9640243956,6529409687,4663064155,12.62974131,195514,182581,1174.561674,93,Shopee > CPT
MY,Fashion,Long Tail (LT),1170219186,3952468763,2304827538,7856980501,373.1399591,1748,1683,8951.192191,24,Shopee > CPT
ID,Fashion,Cross Border,4105102377,700106166,8328604558,5027590156,100.5074963,1555906,1831623,18091.34589,180,Shopee < CPT
ID,Electronics,Cross Border,6300682666,6072553483,5995619578,6827180929,137.4426272,2127680,1892676,13469.37373,98,Shopee > CPT
TH,Electronics,Long Tail (LT),4457619623,5280058191,1566817496,3112152229,64.01386771,2335,2481,5695.668261,89,Shopee < CPT
MY,FMCG,Cross Border,2926164800,6420345024,4030165889,4219809332,25.16708452,117,102,249.6399424,10,Shopee > CPT
ID,Fashion,Cross Border,8989769103,1678771041,7047981869,231903530,86.7831321,1343446,1104143,10153.62437,117,Shopee > CPT
SG,Fashion,Long Tail (LT),7179726863,4871946491,5967313826,9365880453,157.8788162,215,248,3788.40718,24,Shopee < CPT
ID,Lifestyle,Cross Border,2784782946,3821210289,7545731438,6275453656,303.7402045,4702050,5083838,39486.22461,130,Shopee < CPT
ID,Lifestyle,Long Tail (LT),2782247949,7947474720,420727815,5569024713,397.8074079,6158257,6672201,23072.82749,58,Shopee < CPT
TH,Lifestyle,Mall,1492568454,3356178448,3158967611,9754841368,30.26898181,1104,1211,1633.919395,54,Shopee < CPT
ID,Fashion,Mall,3879279453,2645118986,4813931584,2483025974,337.1795108,5219707,5295645,39112.82013,116,Shopee < CPT
TH,FMCG,Cross Border,3871778592,5522232450,1139528169,9857858936,118.6987201,4330,4511,7357.789867,62,Shopee < CPT
VN,Fashion,Non-Mall,3697118045,187019259,2973296376,6941837730,105.9596763,2577734,2561704,20556.177,194,Shopee > CPT
MY,Lifestyle,Cross Border,4734581202,4712108856,1027007556,4048633299,20.21360325,94,84,3730.516883,186,Shopee > CPT
MY,Lifestyle,Cross Border,6086265102,8474705599,964962760,7083020154,28.31448295,132,131,1689.870379,60,Shopee > CPT
ID,Lifestyle,Non-Mall,9964827192,696191139,2056947003,7319019318,392.4195896,6074851,5906396,47875.18633,122,Shopee > CPT
ID,FMCG,Mall,7359071512,8076188890,1155547451,8073132268,34.84983517,539492,434683,6691.157521,192,Shopee > CPT
VN,Lifestyle,Cross Border,7731068267,1386699810,4145969404,341927818,130.1551904,3166350,3710760,5336.362142,41,Shopee < CPT
ID,FMCG,Cross Border,7083139509,1432100586,3511408535,8675207640,5.30318613,82095,72083,662.8904105,125,Shopee > CPT
VN,Lifestyle,Non-Mall,3973578180,4056892908,1818528790,6457648375,65.53881574,1594395,1474466,2490.474155,38,Shopee > CPT
ID,Electronics,Cross Border,3789904897,1848353604,5992919981,9936586305,138.7977765,2148658,2451251,15128.95074,109,Shopee < CPT
ID,FMCG,Mall,9039288658,2325563998,3523637599,9106244118,178.9266683,2769874,2502616,12167.01218,68,Shopee > CPT
ID,Electronics,Cross Border,9556983005,9192717774,3925609037,9843938631,54.31518791,840826,784534,2987.334388,55,Shopee > CPT
ID,Fashion,Non-Mall,81652564,8759732855,6476280309,6505134723,253.8415023,3929593,4012659,42137.68535,166,Shopee < CPT
TH,FMCG,Long Tail (LT),2812756502,5268800180,2347323117,8596328193,88.64395149,3234,3842,16840.74932,190,Shopee < CPT
TH,Lifestyle,Mall,7926506055,2452101808,9808558689,3094264315,46.65634491,1702,1575,606.4160717,13,Shopee > CPT
ID,Lifestyle,Cross Border,2713039938,9120779159,8479287041,6672995191,23.09506326,357523,334424,1893.794516,82,Shopee > CPT
ID,FMCG,Non-Mall,703820003,1740273586,72520907,3596200878,23.95919817,370900,378808,4384.528923,183,Shopee < CPT
TH,Lifestyle,Long Tail (LT),9304400971,2324671416,1119671226,3887742404,231.9129867,8461,9868,44755.53972,193,Shopee < CPT
PH,FMCG,Long Tail (LT),1113910139,5728881691,2423923296,6060868384,72.00180578,4074,3984,12167.85664,169,Shopee > CPT
TH,FMCG,Cross Border,9200087948,6227016055,4413087075,9675222049,41.77195295,1524,1503,5889.411152,141,Shopee > CPT
TH,Electronics,Mall,1971513455,5361848568,5838951141,2611298054,16.52073335,602,606,1963.411125,119,Shopee < CPT
ID,Fashion,Mall,6466926129,7460942198,9141448852,8776117807,121.9252261,1887463,1627319,21946.53532,180,Shopee > CPT
TH,FMCG,Non-Mall,1169755728,8409424567,9960497655,7936011198,3.98292386,145,144,544.4479465,137,Shopee > CPT
ID,Fashion,Cross Border,7200727951,8545241311,1475350292,8889534246,158.9280177,2460285,2304843,2383.920093,15,Shopee > CPT
PH,FMCG,Non-Mall,3727210051,354181734,6404556965,5074882303,80.2143005,4538,5431,8902.12781,111,Shopee < CPT
MY,FMCG,Long Tail (LT),5230668492,6378120072,7616202545,7634410380,143.6641331,673,691,430.7889262,3,Shopee < CPT
TH,Fashion,Mall,4705100616,9283669838,6129449014,9439254725,18.04484042,658,671,2777.246379,154,Shopee < CPT
VN,Electronics,Mall,6447881841,678828142,574812042,981297177,7.295356877,177477,196173,262.631672,36,Shopee < CPT
ID,Electronics,Mall,2869540488,1558223610,2611046115,6045663982,98.46828765,1524338,1565886,4332.603727,44,Shopee < CPT
VN,Fashion,Mall,3339735470,5393682552,9630066854,8136472280,28.28716319,688155,803748,4243.068544,150,Shopee < CPT
TH,Lifestyle,Non-Mall,4668101643,2284866503,4687232463,1908961808,95.60136783,3488,3599,9368.50616,98,Shopee < CPT
TH,Electronics,Long Tail (LT),6899497062,535716422,2981367391,3418408364,350.244049,12779,10984,23115.78255,66,Shopee > CPT
ID,Lifestyle,Long Tail (LT),814805299,1088102051,2927084968,7749384298,58.16634312,900444,790027,7619.790317,131,Shopee > CPT
TH,Fashion,Non-Mall,4673401350,7418094951,3471128563,1979674362,238.7495966,8711,9001,7162.375125,30,Shopee < CPT
ID,Lifestyle,Non-Mall,1237907672,6952572680,4918540504,7464864578,79.90180817,1236919,999491,2636.757663,33,Shopee > CPT
ID,Fashion,Long Tail (LT),5336654121,2600633804,6760999236,7094236107,11.60412381,179637,200790,1705.800136,147,Shopee < CPT
VN,Fashion,Cross Border,6826919486,3179295030,1907690189,4081618488,144.2462607,3509150,4099480,3029.170692,21,Shopee < CPT
TH,Lifestyle,Cross Border,7921111437,1707579887,1280643031,4230926703,72.3100594,2638,2905,12146.51995,168,Shopee < CPT
PH,Electronics,Long Tail (LT),86762841,3935911926,6499641449,530927983,293.5063574,16607,17315,27001.34314,92,Shopee < CPT
ID,FMCG,Mall,8245976315,3485809207,1945419606,4129893182,136.1960245,2108382,2334310,20837.98624,153,Shopee < CPT
SG,FMCG,Non-Mall,9016623909,1212828323,6662700152,8047562666,166.7232755,227,227,29998.89872,180,Shopee = CPT
ID,Lifestyle,Cross Border,3855785995,2729633638,1904811346,9732685691,394.9291029,6113699,6044526,28829.8199,73,Shopee > CPT
ID,FMCG,Non-Mall,5109016974,5973178723,8863258895,4216122859,4.398859825,68096,77751,875.3660411,199,Shopee < CPT
TH,Electronics,Non-Mall,9005448935,1956524868,2313925784,2012163329,35.06014093,1279,1411,1542.378688,44,Shopee < CPT
VN,Fashion,Mall,3922134258,188513741,4878333473,3707711210,173.1210221,4211601,3798027,29776.8111,172,Shopee > CPT
TH,FMCG,Non-Mall,2139565799,713621076,2724039954,7710606054,185.9394241,6784,6424,19708.769,106,Shopee > CPT
PH,Lifestyle,Non-Mall,5108312624,9598344766,5547478511,4083935036,18.08385736,1023,1023,2748.055988,152,Shopee = CPT
ID,Lifestyle,Long Tail (LT),3613450926,6145438520,9604427373,8709715280,210.668982,3261261,3192082,13272.14515,63,Shopee > CPT
ID,Fashion,Cross Border,3757227850,7265935399,6578419517,5262789774,107.0711246,1657514,1726310,12527.31746,117,Shopee < CPT
ID,FMCG,Long Tail (LT),1848095967,2757597991,7707298203,2492081198,8.10009808,125393,133555,1449.910985,179,Shopee < CPT
TH,Lifestyle,Cross Border,389299407,9201969145,8434992833,7437135244,8.693852726,317,292,17.37628986,2,Shopee > CPT
ID,Lifestyle,Cross Border,1984014637,5249678389,5472551595,5959071284,71.34375183,1104436,1020393,9417.367139,132,Shopee > CPT
MY,Electronics,Mall,7649092189,8900105369,4516963664,8538255161,333.0186567,1560,1424,1664.266283,5,Shopee > CPT
SG,Fashion,Cross Border,4713897596,8723850140,7972398651,9074989719,128.2245786,174,161,15074.33648,118,Shopee > CPT
MY,FMCG,Long Tail (LT),5717806115,3013463317,275318960,8402537878,108.3258058,507,497,3353.496559,31,Shopee > CPT
ID,FMCG,Non-Mall,1177021132,1647299111,7582190856,9523129674,3.983850511,61671,60524,71.70814896,18,Shopee > CPT
ID,FMCG,Long Tail (LT),9487092451,5569405473,4861287141,4318132525,25.75728471,398735,435705,2756.024999,107,Shopee < CPT
TH,Fashion,Long Tail (LT),6466329259,579454038,6728725917,7178546277,123.3357026,4500,4382,2466.665753,20,Shopee > CPT
VN,Electronics,Mall,693472242,73626181,6431463384,7821182696,93.68878783,2279213,2683495,10024.69596,107,Shopee < CPT
TH,Electronics,Long Tail (LT),2840252381,2074758091,8837806026,5898860060,33.52791759,1223,1085,6435.695394,192,Shopee > CPT
PH,Fashion,Cross Border,364940182,4126639169,655059537,8729909836,56.95376783,3222,3185,1936.024318,34,Shopee > CPT
PH,Lifestyle,Non-Mall,9585094866,7324503020,2637142561,6363228556,8.120214576,459,515,1192.439559,147,Shopee < CPT
PH,Fashion,Long Tail (LT),7221428804,8330806421,8403823210,2232572513,130.114846,7362,8338,14702.14195,113,Shopee < CPT
VN,Fashion,Long Tail (LT),9610916648,3274655187,2958253350,4687126100,86.52568371,2104953,2067953,2163.141507,25,Shopee > CPT
ID,FMCG,Long Tail (LT),8022573298,3399719264,5443125615,3196666098,17.17821436,265927,304845,1374.255354,80,Shopee < CPT
ID,FMCG,Cross Border,286203380,199463683,4342503976,7824338395,29.94403778,463548,511899,688.7118633,23,Shopee < CPT
TH,FMCG,Long Tail (LT),6474686895,6621007922,2357950802,8087307330,179.7122216,6557,5864,23542.0498,131,Shopee > CPT
ID,Electronics,Non-Mall,4257472456,8353053395,5343858037,4636414279,19.16026852,296610,350792,2337.548529,122,Shopee < CPT
PH,Fashion,Cross Border,9180387600,826720099,3395093656,5349556728,228.3218655,12919,13520,20320.07281,89,Shopee < CPT
ID,FMCG,Mall,3623748988,4474458956,4217417405,5543825077,59.94854463,928033,1058298,839.2792222,14,Shopee < CPT
MY,Lifestyle,Mall,4506477158,7481707662,5619131907,5730654464,1.481177118,6,6,81.9331093,64,Shopee = CPT
VN,Lifestyle,Cross Border,938274508,4978278849,5502905036,9233577304,26.23398248,638207,513451,3882.628137,148,Shopee > CPT
TH,Electronics,Long Tail (LT),3207286395,6630726601,5282246516,2733240864,241.3522665,8806,10118,25583.05127,106,Shopee < CPT
SG,FMCG,Cross Border,3217817393,4797099900,1201586413,627579693,96.60058525,131,135,865.6069895,9,Shopee < CPT
VN,Fashion,Mall,6501857074,3501105815,2895558307,2670301499,1.672915377,40697,40604,184.0168534,110,Shopee > CPT
ID,Fashion,Non-Mall,111773440,5508171951,6180679919,4638527256,61.71672496,955405,956394,2838.967088,46,Shopee < CPT
VN,Fashion,Non-Mall,7175344297,7323115439,6742401449,3138781848,78.09836178,1899937,1630051,13198.61692,169,Shopee > CPT
ID,Electronics,Long Tail (LT),6308295052,811821481,1029275878,7860492141,97.72993998,1512908,1805951,5668.33526,58,Shopee < CPT
ID,Electronics,Cross Border,4550485409,7218983476,1853201393,7174736960,84.97590554,1315469,1183819,84.97587287,1,Shopee > CPT
PH,Lifestyle,Non-Mall,7353697453,2150348294,4773634656,8746143474,290.6969069,16448,18716,34300.57967,118,Shopee < CPT
VN,Electronics,Non-Mall,3027708942,2169606637,6409930251,8963008420,108.391569,2636895,2477631,16041.94677,148,Shopee > CPT
TH,FMCG,Mall,586297064,8562496947,7108149825,2779131426,47.70791979,1740,1692,7248.708426,152,Shopee > CPT
TH,FMCG,Mall,2777536812,3472294963,4589324438,1344412808,72.44753551,2643,2583,12169.54216,168,Shopee > CPT
ID,Lifestyle,Non-Mall,1619856753,7340094630,4613216786,5207487195,227.0632873,3515053,2820639,6130.708375,27,Shopee > CPT
TH,Lifestyle,Mall,7322690008,4661627379,6693226674,8120277047,123.878693,4519,5343,16596.43978,134,Shopee < CPT
ID,Electronics,Non-Mall,6569389236,1051443287,6845923402,891998452,7.32029322,113321,128042,1383.525661,189,Shopee < CPT
TH,Electronics,Cross Border,6687310728,3518074652,7537895562,7456040380,23.37240278,852,878,4460.06057,191,Shopee < CPT
ID,Lifestyle,Cross Border,338902209,663114736,7268345492,353742960,332.2404987,5143249,5970144,37543.17606,113,Shopee < CPT
SG,Fashion,Long Tail (LT),2815819271,6006232108,9249488584,722026483,106.9714747,145,138,15116.91935,142,Shopee > CPT
ID,FMCG,Cross Border,8163733515,8251751213,6316984732,8069866721,440.7293788,6822711,6839425,59939.19421,136,Shopee < CPT
ID,FMCG,Cross Border,654165390,2268192831,7388996213,2601077135,31.23906572,483596,415469,2124.254901,68,Shopee > CPT
MY,Fashion,Cross Border,7127587154,8855408347,2142476182,4140136320,171.3390602,803,710,8909.372166,52,Shopee > CPT
MY,Lifestyle,Mall,9002985787,9181026937,536755127,8991473592,11.02881516,51,44,174.1078573,16,Shopee > CPT
ID,FMCG,Mall,4495735664,2856204322,819336135,2583818533,11.21909215,173677,147539,235.6007235,21,Shopee > CPT
ID,Lifestyle,Long Tail (LT),8637987530,3534948076,4715643677,4422667020,386.5522614,5984022,6872264,61075.25442,158,Shopee < CPT
ID,Lifestyle,Cross Border,2891770436,4680153026,6330646132,8463403340,27.77163043,429918,475074,777.6043409,28,Shopee < CPT
PH,FMCG,Mall,5671583953,196249425,215724699,7695247901,184.3839042,10433,9452,33557.29535,182,Shopee > CPT
VN,FMCG,Non-Mall,8097728467,3094881044,92916710,4786148490,450.0961176,10949713,10506622,3600.768842,8,Shopee > CPT
TH,Lifestyle,Cross Border,8406485446,3313434152,175276824,5100992895,317.8417409,11596,12919,33052.88257,104,Shopee < CPT
TH,Lifestyle,Mall,2609612869,3811528296,5953847967,7505217329,172.0899904,6278,5487,2925.08188,17,Shopee > CPT
ID,Electronics,Non-Mall,9492939984,7864357853,6628951026,3750717649,211.5305558,3274598,3526610,28979.67934,137,Shopee < CPT
ID,FMCG,Cross Border,8096678690,8064857741,4753562341,9394517,28.26424545,437544,454542,960.982914,34,Shopee < CPT
PH,Lifestyle,Cross Border,8814166929,7816076213,389480579,1645213078,10.12664581,573,524,1113.919129,110,Shopee > CPT
ID,Lifestyle,Mall,8189116371,6248008727,2528603,5115305297,303.9954994,4706002,5195014,51983.22677,171,Shopee < CPT
SG,FMCG,Mall,8738105472,4598186427,9102598243,6607213288,137.5295722,187,150,5217.135935,38,Shopee > CPT
TH,Fashion,Cross Border,2181857272,4189262558,4842568421,3901329683,16.41987323,599,667,1559.617941,95,Shopee < CPT
ID,Fashion,Mall,3017954017,1226680694,1904357642,8020848120,458.1333233,7092132,7836447,46729.59297,102,Shopee < CPT
MY,Lifestyle,Mall,2450358516,232721468,9097968745,3671816511,422.3969841,1979,2328,38002.88046,90,Shopee < CPT
PH,FMCG,Mall,5310442478,8541927240,6396007683,5501305521,166.8325727,9440,9625,16015.83486,96,Shopee < CPT
PH,Fashion,Long Tail (LT),7816866017,3659256878,2300022265,7118826767,70.46098157,3986,4525,10707.47915,152,Shopee < CPT
ID,Lifestyle,Non-Mall,7901948589,7955801524,1995275049,8674689896,356.2902649,5515551,6600082,21021.12393,59,Shopee < CPT
PH,Lifestyle,Non-Mall,503482980,2176051173,4519746221,7342830157,17.17456475,971,993,3432.065602,200,Shopee < CPT
TH,Electronics,Long Tail (LT),6462245274,1684902178,4266914147,5750753694,34.59260959,1262,1421,3112.93218,90,Shopee < CPT
VN,FMCG,Cross Border,1413365292,7011349131,6640773679,8071086791,178.2066398,4335322,4203814,356.4132772,2,Shopee > CPT
TH,Electronics,Non-Mall,1438953059,5556171371,4503550867,3615014087,6.442921777,235,250,740.6849109,115,Shopee < CPT
PH,Lifestyle,Long Tail (LT),2576702190,5655744135,7349442747,221720670,23.29139428,1317,1254,1675.809416,72,Shopee > CPT
TH,FMCG,Mall,798977663,9516291568,2825224001,3878684039,75.71391848,2762,2752,10522.19314,139,Shopee > CPT
ID,FMCG,Mall,3998304177,2353772561,7145116356,8232801902,80.45174316,1245433,1046729,14400.8596,179,Shopee > CPT
MY,FMCG,Non-Mall,5233924333,7396404143,7378968056,2363066733,164.85009,772,857,8565.423801,52,Shopee < CPT
ID,Fashion,Non-Mall,6694278183,6212349370,3645206041,6420426460,160.0947864,2478347,2657921,20652.22461,129,Shopee < CPT
ID,Lifestyle,Cross Border,4473530734,5249688767,6115842140,549020022,15.85261797,245406,289584,317.0517748,20,Shopee < CPT
TH,Lifestyle,Cross Border,3283406210,3179490902,5471958330,4440396564,102.2971903,3732,3521,15342.66098,150,Shopee > CPT
SG,Fashion,Long Tail (LT),9074614919,8693131287,6150832815,7812516267,159.9850932,217,256,9559.120443,60,Shopee < CPT
SG,FMCG,Non-Mall,512648912,6362907045,9188731688,4878494726,5.300479952,7,6,210.7117947,41,Shopee > CPT
PH,Fashion,Mall,3834230726,5679553049,2201121765,1046134926,16.66593827,943,1119,916.6018663,55,Shopee < CPT
VN,Fashion,Non-Mall,4985111266,5189717153,9760456153,6539574145,163.0065102,3965540,4683771,27222.08118,167,Shopee < CPT
PH,Lifestyle,Mall,7957239192,5566178160,4161624632,1316748676,5.294449584,299,242,961.7206277,182,Shopee > CPT
ID,Electronics,Long Tail (LT),9093564836,7023378118,6535684158,6382104550,122.9129366,1902753,1725536,16593.24021,135,Shopee > CPT
MY,FMCG,Mall,214163154,6327339136,1906081510,5346148970,10.62057513,49,42,230.010135,22,Shopee > CPT
TH,Lifestyle,Long Tail (LT),745139399,100666220,5006799747,6769973038,35.87969538,1309,1100,6170.720678,172,Shopee > CPT
ID,Electronics,Cross Border,9760074161,4408349134,6071109055,7169597581,146.3738271,2265940,2092338,27371.9053,187,Shopee > CPT
SG,FMCG,Cross Border,9426315314,7360378855,7852525446,4086097531,352.9228689,480,386,69072.35417,196,Shopee > CPT
ID,FMCG,Mall,1035697770,693278049,8344613092,3704252634,288.8487633,4471523,4377111,6643.521139,23,Shopee > CPT
TH,Fashion,Cross Border,6066282418,1017584861,4786029543,9352809996,8.472818665,309,320,618.2286599,73,Shopee < CPT
ID,Fashion,Mall,3505486956,8050838168,5875117162,8053301881,2.293174761,35499,28511,252.2457285,110,Shopee > CPT
ID,Electronics,Mall,3106815802,4985373058,9337179878,1693375078,17.74009907,274625,278383,1578.865347,89,Shopee < CPT
ID,FMCG,Cross Border,8952934681,2150495129,7362486612,9121880807,8.427065108,130455,153809,1575.858984,187,Shopee < CPT
ID,Lifestyle,Mall,9304992469,9633933995,6234476076,4889974467,46.13519832,714195,621008,5582.351668,121,Shopee > CPT
SG,Fashion,Cross Border,3980959059,5957235965,4482018586,2998182740,200.768552,273,293,26056.31218,130,Shopee < CPT
ID,FMCG,Long Tail (LT),5739535140,2359542508,6897907652,5369846107,47.29008325,732074,808061,3783.205969,80,Shopee < CPT
VN,Electronics,Mall,7366114860,7301349543,1113032943,5059528289,209.9518634,5107603,5092006,10497.5912,50,Shopee > CPT
TH,Fashion,Cross Border,1951782233,249922530,3616613303,4388109358,26.55977996,969,1063,2151.179203,81,Shopee < CPT
ID,Electronics,Mall,8382251043,7993558820,4751250602,5931738486,34.33448619,531515,483001,1407.713898,41,Shopee > CPT
VN,FMCG,Cross Border,5348949067,3295140915,8204221081,6459442114,24.17512386,588120,694897,580.2026513,24,Shopee < CPT
SG,Lifestyle,Mall,6315870869,6461582865,3123960268,5325437625,90.03211958,122,146,11823.3545,132,Shopee < CPT
MY,FMCG,Cross Border,1182409778,9403425524,5770819789,1988793006,33.22802809,155,137,3737.131274,113,Shopee > CPT
ID,Lifestyle,Long Tail (LT),4596935718,5198676461,3822084200,5990560949,5.491651121,85013,86987,730.3852589,133,Shopee < CPT
SG,Lifestyle,Long Tail (LT),2370399182,5519214099,3225627066,2112539801,59.80261945,81,74,594.6918248,10,Shopee > CPT
ID,Fashion,Long Tail (LT),7501516020,346067698,3418848517,3197352583,25.55560776,395613,347746,3015.557249,118,Shopee > CPT
ID,Electronics,Long Tail (LT),7977273159,2767642179,9261745578,3816017831,104.0255638,1610367,1482136,3224.790995,31,Shopee > CPT
PH,Fashion,Mall,8764102905,6418967642,3547143923,426672121,166.9232269,9445,9489,667.6799095,4,Shopee < CPT
ID,Electronics,Non-Mall,635951776,1408141180,3938429881,52462526,311.75769,4826164,5145615,61104.49559,196,Shopee < CPT
TH,Lifestyle,Mall,966407003,2000654624,6524430515,8523978944,9.554415909,348,314,9.537774245,1,Shopee > CPT
PH,Lifestyle,Mall,7983390260,2893681841,2162686450,2744739039,88.85703624,5027,5189,6041.213064,68,Shopee < CPT
SG,Electronics,Cross Border,1826114193,6672990108,9894025228,7160594784,14.79051509,20,16,1277.486142,87,Shopee > CPT
ID,Lifestyle,Mall,2179043025,9206540386,4007788003,1878559439,174.1642561,2696149,3086552,32046.21401,184,Shopee < CPT
ID,FMCG,Cross Border,8854732345,9557808879,3524858121,4804750051,245.5578582,3801358,3494090,47147.10352,192,Shopee > CPT
TH,Lifestyle,Mall,7732795296,2362589579,3049568772,5349338027,189.216624,6903,6856,7756.923794,41,Shopee > CPT
MY,Lifestyle,Long Tail (LT),930871394,1676399141,1289675980,6816659873,215.3168056,1009,1162,18084.17347,84,Shopee < CPT
PH,FMCG,Long Tail (LT),8652408654,1311650796,941665305,6540687005,225.7895017,12776,12329,5418.917008,24,Shopee > CPT
ID,FMCG,Mall,3567915881,8489445003,1716724466,3060943846,37.20450555,575944,623498,1116.134492,30,Shopee < CPT
TH,Electronics,Cross Border,5833135891,6960155373,6008851991,7808435774,278.7342615,10170,10117,14215.39474,51,Shopee > CPT
ID,Fashion,Long Tail (LT),1748132911,3084307233,4056043923,3421771417,38.87798175,601850,558077,3654.526663,94,Shopee > CPT
ID,Fashion,Non-Mall,8686994063,4534384684,6465272851,1918751669,18.72707665,289904,263536,18.7270437,1,Shopee > CPT
ID,Electronics,Cross Border,8635149198,1688557407,1873690372,5688157918,21.52397022,333201,339543,2152.391719,100,Shopee < CPT
ID,Lifestyle,Non-Mall,7310707917,2599178405,5244859742,2122557043,36.97750384,572430,583165,2551.446659,69,Shopee < CPT
ID,Lifestyle,Long Tail (LT),2030995236,697724706,321814644,8857040035,21.00320135,325140,279737,2898.441265,138,Shopee > CPT
ID,Electronics,Mall,3615246013,9640825030,5679053201,7802291642,177.29346,2744591,2466033,13651.59439,77,Shopee > CPT
PH,Electronics,Cross Border,661394349,1931956159,3647147500,1419593298,183.5099997,10383,9213,19634.18988,107,Shopee > CPT
PH,Lifestyle,Non-Mall,9413116288,7887681756,2217751265,2643732632,28.18967544,1595,1479,5412.130638,192,Shopee > CPT
TH,Lifestyle,Long Tail (LT),5083733092,1132680059,93896843,8622406454,24.80050891,904,758,1858.221534,75,Shopee > CPT
TH,Lifestyle,Non-Mall,3640390631,3933014253,1940206748,7988912633,139.2950719,5082,4862,22146.21846,159,Shopee > CPT
VN,FMCG,Cross Border,9827527906,4059621154,4209419074,2031560554,33.30395595,810201,810624,4529.332484,136,Shopee < CPT
SG,Fashion,Non-Mall,8868207324,1477906577,4151553519,5621200879,146.0870213,198,172,27038.65497,186,Shopee > CPT
ID,Lifestyle,Non-Mall,4189770620,7265069543,4533635990,5507580116,26.89486255,416345,336527,4168.694487,155,Shopee > CPT
TH,FMCG,Non-Mall,2754003753,1145465428,2347216603,2706715654,31.2918582,1141,1309,2783.193784,89,Shopee < CPT
MY,Electronics,Mall,4591124723,3551882330,3888586712,2487065789,5.803679557,27,31,1123.379741,195,Shopee < CPT
ID,FMCG,Long Tail (LT),3847865637,9629740791,5222368416,1234951194,263.0993282,4072909,3618745,48147.17529,183,Shopee > CPT
ID,Lifestyle,Mall,5508632827,9141234994,1906567308,3358313337,150.3383976,2327313,1986412,5562.519363,37,Shopee > CPT
TH,FMCG,Non-Mall,3487385096,7513902125,8208781395,5114682416,160.4406819,5853,6345,25024.8174,156,Shopee < CPT
ID,FMCG,Mall,3472708410,4093846296,5249104852,8840293840,440.4419351,6818261,6806671,44044.19108,100,Shopee > CPT
ID,Electronics,Cross Border,8699730083,4783562610,770081259,8418925859,44.60092267,690444,676758,981.2194697,22,Shopee > CPT
ID,FMCG,Mall,7468306867,4983730641,1160849754,5285246730,140.1693652,2169891,2557878,12054.56064,86,Shopee < CPT
ID,Lifestyle,Non-Mall,1927948848,1515308556,5943017586,7246316782,124.2966636,1924174,1701687,9322.247343,75,Shopee > CPT
VN,Lifestyle,Long Tail (LT),3111121890,9187189586,8839943167,2414257051,4.636704582,112799,102817,820.6935772,177,Shopee > CPT
PH,FMCG,Non-Mall,5886823782,361314114,472595623,7668278722,256.058275,14488,15211,8193.411565,32,Shopee < CPT
SG,Electronics,Mall,9259517053,423682675,638345476,9383251807,8.021091311,10,10,264.3074777,36,Shopee = CPT
VN,FMCG,Long Tail (LT),9340045763,7483456409,6479745170,1435662841,18.36871407,446864,503115,1653.180968,90,Shopee < CPT
PH,Fashion,Non-Mall,7133003979,1902638059,9662075237,4515829203,369.073238,20883,22525,46132.7407,125,Shopee < CPT
VN,Lifestyle,Mall,7514560663,500938511,8579824681,5980165058,33.95077536,825937,816777,1595.6855,47,Shopee > CPT
MY,Electronics,Cross Border,9681002411,5155606922,1033640930,312410130,111.664717,523,438,1785.459007,16,Shopee > CPT
ID,Lifestyle,Mall,9200341486,71647097,5428126283,3001154521,156.1204904,2416823,2603612,4683.614224,30,Shopee < CPT
PH,Lifestyle,Long Tail (LT),4805179024,2462160626,3299712724,3266839127,90.34606633,5112,6017,6595.079881,73,Shopee < CPT
ID,Electronics,Mall,8326533391,5978154916,8025367278,1095117411,230.2726092,3564735,3854034,39146.34217,170,Shopee < CPT
PH,Electronics,Long Tail (LT),289953769,8837497409,2390134850,6937466207,292.573397,16554,17108,38032.30595,130,Shopee < CPT
VN,Lifestyle,Long Tail (LT),7491065927,7364487695,2023876600,8761572236,37.18485547,904614,813617,1896.426431,51,Shopee > CPT
TH,FMCG,Mall,1925102131,5498107009,9614756892,3006853945,62.46171083,2279,2232,6558.453126,105,Shopee > CPT
ID,Fashion,Cross Border,3114946457,9180859507,517010028,9286135988,25.99085847,402351,419373,1169.587223,45,Shopee < CPT
SG,Lifestyle,Long Tail (LT),3579355320,2248454736,4658641991,4630795086,80.09226465,109,92,14644.83683,183,Shopee > CPT
ID,Lifestyle,Mall,9690167861,5333098868,2184725508,3819718714,164.9979817,2554251,2373525,29039.64187,176,Shopee > CPT
MY,Electronics,Long Tail (LT),8953325015,7557217656,4921523758,7162728304,12.86679596,60,61,1088.174108,85,Shopee < CPT
MY,Fashion,Non-Mall,4118506495,1675281529,6552887552,2085205673,296.9674373,1391,1149,24633.91476,83,Shopee > CPT
ID,FMCG,Cross Border,7734049079,5468076357,142794532,5814628822,35.38493998,547776,590017,2441.558348,69,Shopee < CPT
ID,Lifestyle,Cross Border,55596802,5283229171,9879750367,5973247706,320.364719,4959406,5817862,35240.11886,110,Shopee < CPT
